scatter_count,log2time,time
1,4.539937546785888,23.262553236396936
2,4.005599599647563,16.062222222222225
4,3.471261652509237,11.090570329674154
8,2.936923705370912,7.657766686061419
16,2.4025857582325867,5.287499999999998
32,1.8682478110942613,3.6508890119214765
